current_path,git_status,path_type,domain,current_role,proposed_path,proposed_role,action,merge_group,archive_status,reference_risk,migration_stage,validation_required,notes
config/empirical/sensitivity/phase2_empirical_legacy_gaussian.yaml,tracked_head,config,calibration,configuration,config/sensitivities/vaults/legacy_gaussian.yaml,user-facing configuration,move_and_rename,domain sensitivity,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/empirical/sensitivity/phase2_empirical_low_sensitivity.yaml,tracked_head,config,calibration,configuration,config/sensitivities/vaults/population_100.yaml,user-facing configuration,move_and_rename,domain sensitivity,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/empirical/sensitivity/phase2_empirical_market_blocks_legacy_gas.yaml,tracked_head,config,market,configuration,config/sensitivities/gas/legacy_scalar.yaml,user-facing configuration,move_and_rename,domain sensitivity,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/empirical/sensitivity/phase2_empirical_market_gas_block_336.yaml,tracked_head,config,market,configuration,config/sensitivities/market/block_336h.yaml,user-facing configuration,move_and_rename,domain sensitivity,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/empirical/sensitivity/phase2_empirical_market_gas_block_72.yaml,tracked_head,config,market,configuration,config/sensitivities/market/block_72h.yaml,user-facing configuration,move_and_rename,domain sensitivity,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/empirical/sensitivity/phase2_empirical_market_gas_high_gas_q90.yaml,tracked_head,config,market,configuration,config/sensitivities/gas/high_q90.yaml,user-facing configuration,move_and_rename,domain sensitivity,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/empirical/sensitivity/phase2_empirical_market_gas_zero_inclusive.yaml,tracked_head,config,market,configuration,config/sensitivities/gas/zero_inclusive.yaml,user-facing configuration,move_and_rename,domain sensitivity,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/empirical/sensitivity/phase2_empirical_parametric_truncated.yaml,tracked_head,config,calibration,configuration,config/sensitivities/vaults/parametric_truncated.yaml,user-facing configuration,move_and_rename,domain sensitivity,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/empirical/tranche_a_manifest.json,tracked_head,config,repository,configuration,data/protocol/provenance/parameter_adoption/manifest.json,provenance,move_and_rename,parameter-adoption-provenance,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
config/protocol.yaml,tracked_head,config,protocol,configuration,config/protocol/parameters.yaml,user-facing configuration,move_and_rename,protocol data configuration,active,high_runtime_path,04_configuration_inputs,YAML/JSON parse; profile equivalence; checksum resolution,No movement in this design task.
data/DATA_ACQUISITION_PLAN.md,modified_tracked,data,documentation,data documentation,docs/archive/historical_plans/data_acquisition_plan.md,historical archive,archive,historical plan,historical,low,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/README.md,tracked_head,data,documentation,data documentation,docs/data/provenance.md,durable repository file,merge,active data guide,active,low,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/processed/README.md,tracked_head,data,documentation,data documentation,docs/data/processing.md,durable repository file,merge,active processing guide,active,low,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/provenance/gas/dune_ethereum_hourly_gas_chunk_ledger.json,tracked_head,data,gas,tracked provenance,data/gas/provenance/dune_ethereum_hourly_gas_chunk_ledger.json,provenance,move,domain provenance,active,high_path_checksum,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/provenance/liquidations/manifest.json,tracked_head,data,liquidations,tracked provenance,data/liquidations/provenance/manifest.json,provenance,move,domain provenance,active,high_path_checksum,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/provenance/manifests/data_manifest.csv,tracked_head,data,repository,tracked provenance,data/provenance/data_manifest.csv,provenance,move_and_rename,cross-domain data manifest,active,high_path_checksum,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/provenance/manifests/index.json,tracked_head,data,repository,tracked provenance,data/provenance/index.json,provenance,move_and_rename,cross-domain provenance index,active,high_path_checksum,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/provenance/protocol/manifest.json,tracked_head,data,protocol,tracked provenance,data/protocol/provenance/manifest.json,provenance,move,domain provenance,active,high_path_checksum,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/provenance/vaults/discovery_manifest.json,tracked_head,data,vaults,tracked provenance,data/vaults/provenance/discovery_manifest.json,provenance,move,domain provenance,active,high_path_checksum,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/provenance/vaults/manifest.json,tracked_head,data,vaults,tracked provenance,data/vaults/provenance/manifest.json,provenance,move,domain provenance,active,high_path_checksum,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/raw/gas/README.md,tracked_head,data,gas,raw-data documentation,data/gas/raw/README.md,durable repository file,move,domain raw-data guide,active,low,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/raw/liquidations/README.md,tracked_head,data,liquidations,raw-data documentation,data/liquidations/raw/README.md,durable repository file,move,domain raw-data guide,active,low,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/raw/market/README.md,tracked_head,data,market,raw-data documentation,data/market/raw/README.md,durable repository file,move,domain raw-data guide,active,low,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/raw/protocol/README.md,tracked_head,data,protocol,raw-data documentation,data/protocol/raw/README.md,durable repository file,move,domain raw-data guide,active,low,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
data/raw/vaults/README.md,tracked_head,data,vaults,raw-data documentation,data/vaults/raw/README.md,durable repository file,move,domain raw-data guide,active,low,05_data_provenance,manifest links; content hashes; path-sensitive metadata,No movement in this design task.
docs/parameter_adoption_and_model_interface_plan.md,modified_tracked,docs,calibration,documentation,docs/calibration/parameter_adoption.md,calibration,move_and_rename,active documentation,active,low_link,08_documentation,link/path review,No movement in this design task.
docs/parameter_estimation_plan.md,modified_tracked,docs,calibration,documentation,docs/calibration/parameter_estimation.md,calibration,move_and_rename,active documentation,active,low_link,08_documentation,link/path review,No movement in this design task.
docs/phase1e_b_terra_cefi_acquisition_report.md,tracked_head,docs,vaults,documentation,docs/archive/phase_reports/phase1e_b_terra_cefi_acquisition_report.md,historical archive,archive,phase report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/phase1e_b_tranche1_acquisition_report.md,tracked_head,docs,vaults,documentation,docs/archive/phase_reports/phase1e_b_tranche1_acquisition_report.md,historical archive,archive,phase report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/phase1e_b_usdc_svb_acquisition_report.md,tracked_head,docs,vaults,documentation,docs/archive/phase_reports/phase1e_b_usdc_svb_acquisition_report.md,historical archive,archive,phase report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/phase1e_representative_calibration_strategy.md,tracked_head,docs,vaults,documentation,docs/calibration/vaults.md,calibration,move_and_rename,active documentation,active,low_link,08_documentation,link/path review,No movement in this design task.
docs/phase2a_candidate_review.md,tracked_head,docs,calibration,documentation,docs/archive/phase_reports/phase2a_candidate_review.md,historical archive,archive,phase report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/phase2a_parameter_estimation_report.md,tracked_head,docs,calibration,documentation,docs/archive/phase_reports/phase2a_parameter_estimation_report.md,historical archive,archive,phase report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/phase2b_vault_parameter_estimation_report.md,tracked_head,docs,vaults,documentation,docs/archive/phase_reports/phase2b_vault_parameter_estimation_report.md,historical archive,archive,phase report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/phase2c_liquidation_parameter_estimation_report.md,modified_tracked,docs,liquidations,documentation,docs/archive/phase_reports/phase2c_liquidation_parameter_estimation_report.md,historical archive,archive,phase report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/tranche_a_empirical_configuration_report.md,tracked_head,docs,documentation,documentation,docs/archive/tranche_reports/tranche_a_empirical_configuration_report.md,historical archive,archive,tranche report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/tranche_b_distributional_vault_initialisation_report.md,tracked_head,docs,vaults,documentation,docs/archive/tranche_reports/tranche_b_distributional_vault_initialisation_report.md,historical archive,archive,tranche report,historical,low_link,08_documentation,link/path review,No movement in this design task.
docs/tranche_c_empirical_market_and_gas_report.md,modified_tracked,docs,market,documentation,docs/archive/tranche_reports/tranche_c_empirical_market_and_gas_report.md,historical archive,archive,tranche report,historical,low_link,08_documentation,link/path review,No movement in this design task.
empirical.md,tracked_head,empirical.md,documentation,documentation,empirical.md,durable repository file,retain,root durable,active,low,08_documentation,link/path review,No movement in this design task.
environment.yml,tracked_head,environment.yml,repository,repository support,environment.yml,durable repository file,retain,root durable,active,low,01_or_11_repository,link/path review,No movement in this design task.
parameters.md,tracked_head,parameters.md,documentation,documentation,parameters.md,durable repository file,retain,root durable,active,low,08_documentation,link/path review,No movement in this design task.
requirements.txt,tracked_head,requirements.txt,repository,documentation,requirements.txt,durable repository file,retain,root durable,active,low,01_or_11_repository,link/path review,No movement in this design task.
scripts/acquire_dune_hourly_gas.py,tracked_head,scripts,gas,CLI workflow,workflows/gas/acquire.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/acquire_dune_liquidation_diagnostic.py,tracked_head,scripts,liquidations,CLI workflow,workflows/maintenance/archive/liquidation_diagnostic.py,historical archive,archive,,historical,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/acquire_dune_liquidation_diagnostic_attempt3.py,tracked_head,scripts,liquidations,CLI workflow,workflows/maintenance/archive/liquidation_diagnostic_attempt3.py,historical archive,archive,,historical,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/acquire_dune_liquidations.py,tracked_head,scripts,liquidations,CLI workflow,workflows/liquidations/acquire.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/acquire_dune_market_prices.py,tracked_head,scripts,market,CLI workflow,workflows/market/acquire.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/acquire_dune_protocol_parameter_history.py,tracked_head,scripts,protocol,CLI workflow,workflows/protocol/acquire.py,domain workflow,merge,workflows/protocol/acquire.py,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/acquire_dune_protocol_parameters.py,tracked_head,scripts,protocol,CLI workflow,workflows/protocol/acquire.py,domain workflow,merge,workflows/protocol/acquire.py,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/acquire_dune_vaults.py,tracked_head,scripts,vaults,CLI workflow,workflows/vaults/acquire.py,domain workflow,merge,workflows/vaults/acquire.py,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/acquire_phase1e_b_representative_vaults.py,tracked_head,scripts,vaults,CLI workflow,workflows/vaults/acquire.py,domain workflow,merge,workflows/vaults/acquire.py,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/build_market_gas_runtime_pools.py,tracked_head,scripts,market,CLI workflow,workflows/market/build_inputs.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/build_vault_initialisation_pools.py,tracked_head,scripts,vaults,CLI workflow,workflows/vaults/build_inputs.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/diagnose_dune_vat_activation.py,tracked_head,scripts,repository,CLI workflow,workflows/maintenance/archive/diagnose_vat_activation.py,historical archive,archive,,historical,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/discover_dune_vault_events.py,tracked_head,scripts,vaults,CLI workflow,workflows/maintenance/archive/discover_vault_events.py,historical archive,archive,,historical,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/process_dune_hourly_gas.py,tracked_head,scripts,gas,CLI workflow,workflows/gas/process.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/process_dune_market_prices.py,tracked_head,scripts,market,CLI workflow,workflows/market/process.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/repair_phase1e_b_quiet_rates.py,tracked_head,scripts,vaults,CLI workflow,workflows/maintenance/archive/repair_quiet_rates.py,historical archive,archive,,historical,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/retrieve_dune_execution_page.py,tracked_head,scripts,repository,CLI workflow,workflows/maintenance/retrieve_result.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/run_parameter_adoption_review.py,tracked_head,scripts,calibration,CLI workflow,workflows/calibration/adoption.py,calibration,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/run_phase2a_candidate_review.py,tracked_head,scripts,calibration,CLI workflow,workflows/calibration/validate.py,calibration,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/run_phase2a_parameter_estimation.py,tracked_head,scripts,calibration,CLI workflow,workflows/calibration/market_gas_protocol.py,calibration,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/run_phase2b_vault_estimation.py,tracked_head,scripts,vaults,CLI workflow,workflows/calibration/vaults.py,calibration,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/run_phase2c_liquidation_estimation.py,tracked_head,scripts,liquidations,CLI workflow,workflows/calibration/liquidations.py,calibration,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/run_tranche_b_initialisation_diagnostics.py,tracked_head,scripts,repository,CLI workflow,workflows/inputs/validate_vaults.py,runtime input adapter,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/run_tranche_c_environment_diagnostics.py,tracked_head,scripts,repository,CLI workflow,workflows/inputs/validate_environment.py,runtime input adapter,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
scripts/validate_dune_market_prices.py,tracked_head,scripts,market,CLI workflow,workflows/market/validate.py,domain workflow,move_and_rename,,active,medium_cli,06_workflows,CLI help; mocked workflow tests,No movement in this design task.
sql/dune_ethereum_hourly_gas.sql,tracked_head,sql,gas,SQL template or diagnostic,sql/gas/templates/hourly_conditions.sql,domain SQL,move_and_rename,active template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_hourly_market_prices.sql,tracked_head,sql,market,SQL template or diagnostic,sql/market/templates/hourly_prices.sql,domain SQL,move_and_rename,active template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1c_liquidation_actions_diagnostic.sql,tracked_head,sql,liquidations,SQL template or diagnostic,sql/liquidations/generated/history/liquidation_actions_diagnostic.sql,historical archive,move_and_rename,historical diagnostic,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1c_liquidation_diagnostic.sql,tracked_head,sql,liquidations,SQL template or diagnostic,sql/liquidations/generated/history/liquidation_diagnostic.sql,historical archive,move_and_rename,historical diagnostic,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_clipper_parameters.sql,tracked_head,sql,liquidations,SQL template or diagnostic,sql/protocol/templates/clipper_parameters.sql,domain SQL,move_and_rename,active template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_clipper_stopped_diagnostic.sql,tracked_head,sql,liquidations,SQL template or diagnostic,sql/protocol/generated/history/clipper_stopped_diagnostic.sql,historical archive,move_and_rename,historical diagnostic,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_clipper_stopped_minimal_diagnostic.sql,tracked_head,sql,liquidations,SQL template or diagnostic,sql/protocol/generated/history/clipper_stopped_minimal_diagnostic.sql,historical archive,move_and_rename,historical diagnostic,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_dog_parameters.sql,tracked_head,sql,protocol,SQL template or diagnostic,sql/protocol/templates/dog_parameters.sql,domain SQL,move_and_rename,active template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_eth_a_debt_ceiling_diagnostic.sql,tracked_head,sql,protocol,SQL template or diagnostic,sql/protocol/generated/history/eth_a_debt_ceiling_diagnostic.sql,historical archive,move_and_rename,historical diagnostic,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_jug_parameters.sql,tracked_head,sql,protocol,SQL template or diagnostic,sql/protocol/templates/jug_parameters.sql,domain SQL,move_and_rename,active template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_spot_parameters.sql,tracked_head,sql,protocol,SQL template or diagnostic,sql/protocol/templates/spot_parameters.sql,domain SQL,move_and_rename,active template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_vat_parameters.sql,tracked_head,sql,protocol,SQL template or diagnostic,sql/protocol/templates/vat_parameters.sql,domain SQL,move_and_rename,active template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1d_vat_wbtc_activation_diagnostic.sql,tracked_head,sql,protocol,SQL template or diagnostic,sql/protocol/generated/history/vat_wbtc_activation_diagnostic.sql,historical archive,move_and_rename,historical diagnostic,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1e_accumulated_rates.sql,tracked_head,sql,vaults,SQL template or diagnostic,sql/vaults/templates/accumulated_rates.sql,domain SQL,move_and_rename,active vault template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1e_liquidation_linkage_diagnostic.sql,tracked_head,sql,vaults,SQL template or diagnostic,sql/vaults/templates/liquidation_linkage_diagnostic.sql,domain SQL,move_and_rename,active vault template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1e_manager_gives.sql,tracked_head,sql,vaults,SQL template or diagnostic,sql/vaults/templates/manager_gives.sql,domain SQL,move_and_rename,active vault template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1e_manager_open_mappings.sql,tracked_head,sql,vaults,SQL template or diagnostic,sql/vaults/templates/manager_open_mappings.sql,domain SQL,move_and_rename,active vault template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1e_owner_mapping_diagnostic.sql,tracked_head,sql,vaults,SQL template or diagnostic,sql/vaults/templates/owner_mapping_diagnostic.sql,domain SQL,move_and_rename,active vault template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1e_vat_frob_diagnostic.sql,tracked_head,sql,vaults,SQL template or diagnostic,sql/vaults/templates/vat_frob_diagnostic.sql,domain SQL,move_and_rename,active vault template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/dune_phase1e_vat_mutations_monthly.sql,tracked_head,sql,vaults,SQL template or diagnostic,sql/vaults/templates/vat_mutations_monthly.sql,domain SQL,move_and_rename,active vault template,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_01_2021_06_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_01_2021_06_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_01_2021_06_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_01_2021_06_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_02_2021_07_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_02_2021_07_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_02_2021_07_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_02_2021_07_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_03_2021_08_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_03_2021_08_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_03_2021_08_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_03_2021_08_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_04_2021_09_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_04_2021_09_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_04_2021_09_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_04_2021_09_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_05_2021_10_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_05_2021_10_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_05_2021_10_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_05_2021_10_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_06_2021_11_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_06_2021_11_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_06_2021_11_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_06_2021_11_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
