referring_file,line_or_key,referenced_path,reference_type,proposed_replacement,migration_risk,automatic_or_manual_update,validation_method
.gitignore,56,!data/provenance/liquidations/manifest.json,ignore_rule,!data/provenance/liquidations/manifest.json,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,57,data/provenance/protocol/,literal_path,data/protocol/provenance/,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
.gitignore,57,!data/provenance/protocol/,ignore_rule,!data/provenance/protocol/,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,58,data/provenance/protocol/*,literal_path,data/protocol/provenance/*,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
.gitignore,58,data/provenance/protocol/*,ignore_rule,data/provenance/protocol/*,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,59,data/provenance/protocol/manifest.json,literal_path,data/protocol/provenance/manifest.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
.gitignore,59,!data/provenance/protocol/manifest.json,ignore_rule,!data/provenance/protocol/manifest.json,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,60,data/provenance/vaults/,literal_path,data/vaults/provenance/,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
.gitignore,60,!data/provenance/vaults/,ignore_rule,!data/provenance/vaults/,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,61,data/provenance/vaults/*,literal_path,data/vaults/provenance/*,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
.gitignore,61,data/provenance/vaults/*,ignore_rule,data/provenance/vaults/*,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,62,data/provenance/vaults/manifest.json,literal_path,data/vaults/provenance/manifest.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
.gitignore,62,!data/provenance/vaults/manifest.json,ignore_rule,!data/provenance/vaults/manifest.json,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,63,data/provenance/vaults/discovery_manifest.json,literal_path,data/vaults/provenance/discovery_manifest.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
.gitignore,63,!data/provenance/vaults/discovery_manifest.json,ignore_rule,!data/provenance/vaults/discovery_manifest.json,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,66,build/,ignore_rule,build/,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,67,dist/,ignore_rule,dist/,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,68,*.egg-info/,ignore_rule,*.egg-info/,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,71,.pytest_cache/,ignore_rule,.pytest_cache/,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,72,.coverage,ignore_rule,.coverage,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,73,htmlcov/,ignore_rule,htmlcov/,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,76,*.tmp,ignore_rule,*.tmp,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,77,*.log,ignore_rule,*.log,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,80,Icon,ignore_rule,Icon,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,81,Icon?,ignore_rule,Icon?,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
.gitignore,82,Icon*,ignore_rule,Icon*,high_ignore_policy,manual,git check-ignore on representative tracked and generated paths
AGENTS.md,45,src/collateral.py,literal_path,src/dai_sim/model/collateral.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,46,src/vault.py,literal_path,src/dai_sim/model/vault.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,47,src/liquidation.py,literal_path,src/dai_sim/model/liquidation.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,48,src/price_process.py,literal_path,src/dai_sim/model/collateral_prices.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,49,src/simulation.py,literal_path,src/dai_sim/model/simulation.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,50,src/experiments.py,literal_path,src/dai_sim/experiments/scenarios.py;src/dai_sim/experiments/runner.py;src/dai_sim/experiments/summaries.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,51,src/metrics.py,literal_path,src/dai_sim/model/metrics.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,52,src/plot_results.py,literal_path,src/dai_sim/experiments/plots.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,53,src/confidence.py,literal_path,src/dai_sim/model/confidence.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,54,src/dai_market.py,literal_path,src/dai_sim/model/market.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,137,outputs/results/,literal_path,outputs/experiments/,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,185,src/collateral.py,literal_path,src/dai_sim/model/collateral.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,186,src/vault.py,literal_path,src/dai_sim/model/vault.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,187,src/liquidation.py,literal_path,src/dai_sim/model/liquidation.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,188,src/simulation.py,literal_path,src/dai_sim/model/simulation.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
AGENTS.md,190,src/experiments.py,literal_path,src/dai_sim/experiments/scenarios.py;src/dai_sim/experiments/runner.py;src/dai_sim/experiments/summaries.py,high_path,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,106,docs/phase1e_b_tranche1_acquisition_report.md,literal_path,docs/archive/phase_reports/phase1e_b_tranche1_acquisition_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,107,docs/phase1e_b_usdc_svb_acquisition_report.md,literal_path,docs/archive/phase_reports/phase1e_b_usdc_svb_acquisition_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,113,docs/phase1e_b_terra_cefi_acquisition_report.md,literal_path,docs/archive/phase_reports/phase1e_b_terra_cefi_acquisition_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,134,data/processed/estimation/phase2a/,literal_path,outputs/diagnostics/calibration/phase2a/,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
PROJECT_STATUS.md,135,docs/phase2a_parameter_estimation_report.md,literal_path,docs/archive/phase_reports/phase2a_parameter_estimation_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,159,data/processed/estimation/phase2a_review/,literal_path,outputs/diagnostics/calibration/phase2a_review/,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
PROJECT_STATUS.md,160,docs/phase2a_candidate_review.md,literal_path,docs/archive/phase_reports/phase2a_candidate_review.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,181,data/processed/estimation/phase2b_vaults/,literal_path,outputs/diagnostics/calibration/phase2b_vaults/,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
PROJECT_STATUS.md,182,docs/phase2b_vault_parameter_estimation_report.md,literal_path,docs/archive/phase_reports/phase2b_vault_parameter_estimation_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,199,docs/phase2c_liquidation_parameter_estimation_report.md,literal_path,docs/archive/phase_reports/phase2c_liquidation_parameter_estimation_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,227,docs/parameter_adoption_and_model_interface_plan.md,literal_path,docs/calibration/parameter_adoption.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,228,docs/tranche_a_empirical_configuration_report.md,literal_path,docs/archive/tranche_reports/tranche_a_empirical_configuration_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,229,docs/tranche_b_distributional_vault_initialisation_report.md,literal_path,docs/archive/tranche_reports/tranche_b_distributional_vault_initialisation_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,230,docs/tranche_c_empirical_market_and_gas_report.md,literal_path,docs/archive/tranche_reports/tranche_c_empirical_market_and_gas_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,231,docs/tranche_d_liquidation_arrival_and_capacity_report.md,literal_path,docs/archive/tranche_reports/tranche_d_liquidation_arrival_and_capacity_report.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,237,outputs/results/06_multicollateral/,literal_path,outputs/experiments/06_multicollateral/,high_path,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,241,outputs/figures/06_multicollateral/,literal_path,outputs/figures/06_multicollateral/,high_path,mapping_driven_then_manual_review,path existence and targeted tests
PROJECT_STATUS.md,284,docs/parameter_adoption_and_model_interface_plan.md,literal_path,docs/calibration/parameter_adoption.md,medium,mapping_driven_then_manual_review,path existence and targeted tests
config/empirical.yaml,9,data/provenance/manifests/data_manifest.csv,literal_path,data/provenance/data_manifest.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical.yaml,10,data/processed,literal_path,data/processed,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical.yaml,31,data/README.md,literal_path,docs/data/provenance.md,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/liquidation_gas_pool_manifest.json,18,config/empirical/data/liquidation_gas_pool.csv,literal_path,data/liquidations/model_inputs/keeper_gas/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/data/liquidation_gas_pool_manifest.json,23,data/processed/combined/hourly_market_gas_panel.csv,literal_path,data/market/processed/combined/hourly_market_gas_panel.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/liquidation_gas_pool_manifest.json,24,data/processed/estimation/phase2a/diagnostics/calibration_validation_split.csv,literal_path,outputs/diagnostics/calibration/phase2a/diagnostics/calibration_validation_split.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/liquidation_gas_pool_manifest.json,25,data/processed/estimation/phase2a/gas/gas_sampling_index.csv,literal_path,outputs/diagnostics/calibration/phase2a/gas/gas_sampling_index.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/liquidation_gas_pool_manifest.json,26,data/processed/estimation/phase2a/liquidations/liquidation_transaction_gas.csv,literal_path,outputs/diagnostics/calibration/phase2a/liquidations/liquidation_transaction_gas.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/liquidation_gas_pool_manifest.json,27,data/processed/estimation/phase2a_review/gas_cost_sensitivity.csv,literal_path,outputs/diagnostics/calibration/phase2a_review/gas_cost_sensitivity.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/market_gas_hourly_pool_manifest.json,22,config/empirical/data/market_gas_hourly_pool.csv,literal_path,data/market/model_inputs/environment_blocks/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/data/market_gas_hourly_pool_manifest.json,27,data/processed/combined/hourly_market_gas_panel.csv,literal_path,data/market/processed/combined/hourly_market_gas_panel.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/market_gas_hourly_pool_manifest.json,28,data/processed/estimation/phase2a/diagnostics/calibration_validation_split.csv,literal_path,outputs/diagnostics/calibration/phase2a/diagnostics/calibration_validation_split.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/market_gas_hourly_pool_manifest.json,29,data/processed/estimation/phase2a/gas/gas_sampling_index.csv,literal_path,outputs/diagnostics/calibration/phase2a/gas/gas_sampling_index.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/market_gas_hourly_pool_manifest.json,30,data/processed/estimation/phase2a/liquidations/liquidation_transaction_gas.csv,literal_path,outputs/diagnostics/calibration/phase2a/liquidations/liquidation_transaction_gas.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/market_gas_hourly_pool_manifest.json,31,data/processed/estimation/phase2a_review/gas_cost_sensitivity.csv,literal_path,outputs/diagnostics/calibration/phase2a_review/gas_cost_sensitivity.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/vault_initialisation_pools_manifest.json,3,data/processed/estimation/tranche_b/vault_initialisation_pool_audit.csv,literal_path,outputs/diagnostics/calibration/tranche_b/vault_initialisation_pool_audit.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/vault_initialisation_pools_manifest.json,20,config/empirical/data/vault_initialisation_pools.csv,literal_path,data/vaults/model_inputs/initialisation/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/data/vault_initialisation_pools_manifest.json,25,data/processed/vaults/representative_regimes/quiet_mature_2024-02-01_2024-03-01/opening_vault_state.csv,literal_path,data/vaults/processed/representative_regimes/quiet_mature_2024-02-01_2024-03-01/opening_vault_state.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/vault_initialisation_pools_manifest.json,31,data/processed/vaults/representative_regimes/usdc_svb_2023-03-06_2023-03-20/opening_vault_state.csv,literal_path,data/vaults/processed/representative_regimes/usdc_svb_2023-03-06_2023-03-20/opening_vault_state.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/data/vault_initialisation_pools_manifest.json,37,data/processed/vaults/representative_regimes/terra_cefi_2022-05-05_2022-06-20/opening_vault_state.csv,literal_path,data/vaults/processed/representative_regimes/terra_cefi_2022-05-05_2022-06-20/opening_vault_state.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
config/empirical/phase2_empirical_baseline.yaml,7,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/phase2_empirical_distributional.yaml,8,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/phase2_empirical_distributional.yaml,36,config/empirical/data/vault_initialisation_pools.csv,literal_path,data/vaults/model_inputs/initialisation/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/phase2_empirical_market_gas.yaml,8,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/phase2_empirical_market_gas.yaml,36,config/empirical/data/vault_initialisation_pools.csv,literal_path,data/vaults/model_inputs/initialisation/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/phase2_empirical_market_gas.yaml,68,config/empirical/data/market_gas_hourly_pool.csv,literal_path,data/market/model_inputs/environment_blocks/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/phase2_empirical_market_gas.yaml,80,config/empirical/data/liquidation_gas_pool.csv,literal_path,data/liquidations/model_inputs/keeper_gas/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_high_sensitivity.yaml,6,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_legacy_gaussian.yaml,7,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_low_sensitivity.yaml,6,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_blocks_legacy_gas.yaml,6,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_blocks_legacy_gas.yaml,34,config/empirical/data/vault_initialisation_pools.csv,literal_path,data/vaults/model_inputs/initialisation/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_blocks_legacy_gas.yaml,45,config/empirical/data/market_gas_hourly_pool.csv,literal_path,data/market/model_inputs/environment_blocks/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_gas_block_336.yaml,6,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_gas_block_336.yaml,34,config/empirical/data/vault_initialisation_pools.csv,literal_path,data/vaults/model_inputs/initialisation/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_gas_block_336.yaml,45,config/empirical/data/market_gas_hourly_pool.csv,literal_path,data/market/model_inputs/environment_blocks/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_gas_block_336.yaml,57,config/empirical/data/liquidation_gas_pool.csv,literal_path,data/liquidations/model_inputs/keeper_gas/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_gas_block_72.yaml,6,config/empirical/tranche_a_manifest.json,literal_path,data/protocol/provenance/parameter_adoption/manifest.json,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_gas_block_72.yaml,34,config/empirical/data/vault_initialisation_pools.csv,literal_path,data/vaults/model_inputs/initialisation/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_gas_block_72.yaml,45,config/empirical/data/market_gas_hourly_pool.csv,literal_path,data/market/model_inputs/environment_blocks/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
config/empirical/sensitivity/phase2_empirical_market_gas_block_72.yaml,57,config/empirical/data/liquidation_gas_pool.csv,literal_path,data/liquidations/model_inputs/keeper_gas/pool.csv,high_path,mapping_driven_then_manual_review,profile parse; runtime equivalence
